CID,NumberOfRings,NumberOfAromaticRings,ALogP,MolecularWeight,RotatableBondCount,HydrogenBondAcceptorCount,HydrogenBondDonorCount,TPSA,XlogP,EC50
16194684,4,3.0,0.0,472.9876,7,6,1,102.0,0.0,0.1
16194690,3,3.0,0.0,469.975546,10,7,1,73.9,0.0,1.019
16194700,3,3.0,0.0,438.4137,6,4,1,64.7,0.0,0.216
16194722,4,3.0,0.0,462.022963,7,5,1,64.7,0.0,0.818
16194740,4,3.0,0.0,454.37004,5,6,1,83.1,0.0,0.1
16194741,5,3.0,0.0,502.97052,6,8,1,121.0,0.0,0.1
16194768,3,3.0,0.0,379.90418,6,5,1,77.8,0.0,0.1
16194784,4,3.0,0.0,532.90024,7,4,0,48.0,0.0,0.304
16194818,3,3.0,0.0,501.037543,8,8,1,110.0,0.0,0.1
16194820,3,3.0,0.0,525.12682,10,7,1,110.0,0.0,0.182
16194822,3,3.0,0.0,567.20656,12,7,1,110.0,0.0,0.227
16194828,5,3.0,0.0,581.14702,9,9,1,129.0,0.0,0.213
16194869,4,3.0,0.0,487.01418,7,6,1,102.0,0.0,0.225
16194886,3,3.0,0.0,437.958503,9,6,1,73.9,0.0,0.152
16194891,4,3.0,0.0,490.978063,7,7,1,102.0,0.0,0.471
16194903,4,3.0,0.0,385.29754,4,2,0,18.0,0.0,0.351
16194914,3,3.0,0.0,425.970943,7,6,1,92.9,0.0,1.862
16194944,3,3.0,0.0,458.376983,8,6,1,73.9,0.0,0.128
16194951,4,3.0,0.0,482.23202,3,3,0,43.3,0.0,0.684
16195075,3,2.0,0.0,420.8866,6,7,2,90.3,0.0,0.439
16195090,2,2.0,0.0,399.36101,7,9,3,95.9,0.0,0.97
16195114,4,4.0,0.0,348.82878,3,4,2,50.7,0.0,0.741
16195139,4,2.0,0.0,451.42908,6,3,0,35.1,0.0,0.144
16195181,3,2.0,0.0,447.5047,6,9,2,152.0,0.0,0.1
16195261,4,3.0,0.0,415.45137,5,6,1,41.2,4.8,0.626
16195277,4,3.0,0.0,385.48146,5,4,0,70.9,4.6,1.657
16195321,4,4.0,0.0,413.9204,6,5,0,77.8,4.6,0.1
16195332,5,3.0,0.0,526.02378,9,7,2,82.6,0.0,1.586
16195416,4,3.0,0.0,475.536343,6,8,1,102.0,1.5,0.496
16195423,4,3.0,0.0,468.54868,10,9,2,124.0,3.5,0.1
16195539,4,2.0,0.0,503.0997,8,5,1,72.3,4.3,1.634
16195557,5,4.0,0.0,519.58882,7,8,3,116.0,0.0,1.206
16195562,6,4.0,0.0,569.717,5,6,1,100.0,4.3,0.458
16195571,4,2.0,0.0,545.69076,10,8,1,106.0,3.0,0.503
16195590,5,3.0,0.0,544.682723,8,6,1,81.2,4.8,2.026
16195648,4,3.0,0.0,452.93498,3,7,3,178.0,0.0,1.734
16195834,4,2.0,0.0,529.46592,9,5,1,62.2,4.3,0.874
16195849,5,2.0,0.0,462.58056,8,5,1,62.2,3.7,0.541
16195854,6,4.0,0.0,579.68538,8,6,1,84.2,4.2,0.435
16195883,6,4.0,0.0,554.69906,8,6,1,90.5,5.2,0.888
16195907,4,3.0,0.0,408.49012,5,5,3,93.6,0.0,0.212
16195926,3,3.0,0.0,444.9742,8,5,1,87.5,0.0,1.828
16195929,4,3.0,0.0,378.89452,3,3,0,24.2,0.0,0.505
16195956,3,2.0,0.0,289.84286,1,1,1,12.9,0.0,3.667
16195959,5,4.0,0.0,467.7854,3,2,0,18.0,0.0,0.24
16195967,4,4.0,0.0,516.629563,7,5,1,88.5,6.7,0.645
16195990,3,1.0,0.0,383.3352,2,3,1,64.4,4.3,3.4
16196012,2,1.0,0.0,371.85574,8,6,2,87.1,0.0,1.228
16196015,4,3.0,0.0,437.78102,4,3,0,43.3,0.0,0.86
16196063,5,3.0,0.0,466.88059,3,7,0,44.3,0.0,1.296
16196073,3,3.0,0.0,491.90152,8,9,0,167.0,0.0,1.966
16196081,4,3.0,0.0,471.45298,4,3,0,51.2,0.0,0.443
16196089,3,3.0,0.0,423.75774,5,3,2,94.7,0.0,1.032
16196100,5,3.0,0.0,520.06226,5,4,1,53.1,0.0,0.527
16196126,4,3.0,0.0,476.79722,4,4,2,53.4,0.0,2.808
16196160,6,6.0,0.0,524.95444,4,6,0,109.0,0.0,0.832
16196162,3,0.0,0.0,416.38319,1,2,0,6.2,0.0,0.159
16196163,5,4.0,0.0,445.3941,3,1,0,8.8,0.0,0.1
16196167,2,2.0,0.0,276.18214,3,3,1,50.4,0.0,3.252
16196168,4,3.0,0.0,428.95166,6,4,2,54.7,0.0,2.003
16196191,4,3.0,0.0,478.22018,3,2,0,18.0,0.0,0.552
16196194,4,4.0,0.0,497.4505,6,5,1,67.7,0.0,4.987
16196195,4,4.0,0.0,451.89888,4,5,0,87.4,0.0,0.131
16196260,4,3.0,0.0,492.24676,4,2,0,18.0,0.0,0.1
16196302,3,0.0,0.0,506.08534,5,7,2,114.0,0.0,1.307
16196328,3,1.0,0.0,424.36213,3,2,0,6.2,0.0,0.171
16196367,4,1.0,0.0,493.46721,3,3,0,9.5,0.0,0.289
16196379,4,4.0,0.0,399.3075,3,5,1,83.9,0.0,2.773
16196382,3,1.0,0.0,438.38871,3,2,0,6.2,0.0,0.1
16196395,3,3.0,0.0,605.72442,16,7,4,152.0,5.2,3.482
16196684,2,2.0,0.0,515.96444,10,10,3,162.0,0.0,0.503
16196685,3,3.0,0.0,557.61534,11,10,3,162.0,0.0,0.181
16196845,3,1.0,0.0,416.96586,4,6,2,81.3,0.0,0.247
16196852,5,2.0,0.0,518.11104,3,5,1,69.3,0.0,0.216
16196924,4,3.0,0.0,550.28614,7,5,1,60.0,0.0,0.898
16196935,5,4.0,0.0,483.38966,3,4,3,76.9,0.0,1.876
16197160,4,3.0,0.0,497.50555,8,7,2,67.8,5.1,0.669
16229854,4,3.0,0.0,471.56916,6,7,1,101.0,3.6,0.17
16236314,3,3.0,0.0,473.04728,15,4,0,44.3,0.0,1.597
16236316,4,3.0,0.0,413.3507,3,2,0,18.0,0.0,0.171
16237010,3,2.0,0.0,428.00996,6,2,3,44.4,0.0,0.103
16238152,7,1.0,0.0,589.72502,8,7,2,129.0,4.8,2.158
16239610,2,1.0,0.0,308.63454,2,3,1,18.8,0.0,0.321
16240702,4,2.0,0.0,507.0884,8,6,3,90.1,0.0,0.1
16241391,3,3.0,0.0,323.41208,5,3,1,69.0,3.5,2.351
16241464,3,3.0,0.0,399.35748,3,8,0,147.0,0.0,1.925
16242056,3,2.0,0.0,426.43228,6,1,0,0.0,0.0,0.767
16242346,2,1.0,0.0,360.94236,4,4,1,49.0,0.0,0.249
16244852,2,2.0,0.0,477.57044,11,9,3,142.0,0.0,0.388
16244880,3,3.0,0.0,363.23599,3,1,0,3.9,0.0,0.1
16244947,3,3.0,0.0,349.20941,2,1,0,3.9,0.0,0.157
16245620,2,2.0,0.0,440.28508,8,7,3,107.0,0.0,0.1
16248125,3,3.0,0.0,454.5155,9,7,3,110.0,0.0,1.851
16248363,2,2.0,0.0,463.47766,12,10,4,152.0,0.0,0.225
16250657,3,2.0,0.0,553.58204,9,12,3,199.0,0.0,0.409
16282104,4,3.0,0.0,505.50939,7,9,1,117.0,5.1,1.644
16285260,3,3.0,0.0,363.793843,5,6,1,92.4,3.5,1.566
16287162,3,3.0,0.0,456.57766,9,6,0,113.0,4.1,1.93
16294702,3,2.0,0.0,451.96684,7,6,1,87.3,3.2,0.268
16295302,5,3.0,0.0,496.62168,6,7,1,94.5,3.8,0.31
16335101,4,2.0,0.0,488.617923,7,7,1,81.3,3.1,0.235
16351936,3,2.0,0.0,445.57494,8,6,1,87.3,2.8,0.324
16373551,2,1.0,0.0,297.3302,5,5,1,124.0,1.3,0.534
16396759,4,0.0,0.0,389.5978,2,3,3,103.0,4.6,0.159
16397279,4,0.0,0.0,361.54464,1,3,3,103.0,3.0,0.1
16400050,5,3.0,0.0,430.49894,5,3,2,85.5,3.1,2.004
16400218,7,4.0,0.0,548.67464,6,4,1,68.9,4.9,2.155
16400549,5,3.0,0.0,460.52492,6,4,2,94.7,3.1,1.966
16400689,7,4.0,0.0,518.64866,4,3,1,59.6,4.9,1.984
16400934,6,3.0,0.0,499.60402,5,4,2,88.8,3.2,0.299
16401256,7,4.0,0.0,549.61964,4,5,1,106.0,4.4,1.805
16401695,6,3.0,0.0,529.63,6,5,2,98.0,3.2,0.122
16402079,6,3.0,0.0,541.68376,7,4,2,88.8,4.6,6.885
16403714,7,4.0,0.0,583.51814,4,3,1,59.6,5.3,1.317
16411376,4,3.0,0.0,429.31034,2,3,2,77.6,3.9,2.058
16413681,1,1.0,0.0,292.18484,4,2,2,77.7,2.8,0.368
16413721,2,2.0,0.0,558.26105,8,5,2,78.8,0.0,0.271
16436605,3,2.0,0.0,486.99272,6,8,1,143.0,2.4,2.247
16436607,3,2.0,0.0,486.99272,6,8,1,143.0,2.4,1.716
16448838,3,3.0,0.0,382.84346,7,5,1,66.3,4.0,3.375
16543799,4,,0.0,509.01486,9,8,0,,3.8,3.049
16552459,3,2.0,0.0,366.4965,6,3,1,41.6,5.3,2.033
16573308,4,3.0,0.0,439.57036,6,4,1,81.9,3.4,4.01
16583574,4,3.0,0.0,427.466966,4,6,1,90.5,3.9,4.57
16681757,5,4.0,0.0,356.37734,4,6,1,69.2,3.8,0.921
16681822,2,2.0,0.0,390.00174,13,2,0,13.1,0.0,0.122
16681899,6,4.0,0.0,676.67468,8,9,2,206.0,4.5,1.054
16681904,6,4.0,0.0,607.09804,8,5,2,114.0,5.1,0.619
16681936,4,2.0,0.0,496.98586,8,5,2,114.0,3.6,0.374
16681941,5,3.0,0.0,566.68992,11,5,2,114.0,4.7,0.396
16682008,4,3.0,0.0,433.76918,3,2,0,18.0,0.0,0.781
16682235,4,3.0,0.0,373.30998,2,2,0,34.1,0.0,0.282
16682254,4,3.0,0.0,359.2834,2,2,0,34.1,0.0,1.919
16682256,4,3.0,0.0,389.30938,3,3,0,43.3,0.0,1.3
16682272,4,3.0,0.0,355.27156,2,1,0,8.8,0.0,0.94
16682344,4,3.0,0.0,359.2922,3,1,0,8.8,0.0,0.1
16682393,6,4.0,0.0,490.01636,4,4,0,63.6,0.0,0.648
16682470,4,3.0,0.0,403.7432,3,1,0,8.8,0.0,0.1
16682556,3,3.0,0.0,533.05618,11,7,0,99.8,0.0,0.1
16682610,3,1.0,0.0,329.47964,7,2,2,61.8,4.5,1.398
16745504,4,3.0,0.0,421.51202,9,5,2,110.0,3.5,4.276
16745798,4,4.0,0.0,473.89791,5,7,2,82.3,6.8,1.757
16745800,4,4.0,0.0,439.45285,5,7,2,82.3,6.2,0.859
16745860,4,4.0,0.0,398.45378,4,4,3,78.4,4.5,1.142
16746118,3,3.0,0.0,354.83336,6,5,1,59.9,4.9,1.695
16746146,5,4.0,0.0,669.53469,8,8,3,93.4,5.8,1.534
16746298,4,3.0,0.0,521.68752,12,6,0,57.2,7.2,1.604
16746412,5,4.0,0.0,559.64938,11,8,0,75.7,5.5,1.702
16746427,5,3.0,0.0,424.49106,4,3,0,66.1,5.0,2.166
16746497,5,3.0,0.0,465.58274,6,3,0,46.6,5.5,1.151
16746510,4,3.0,0.0,514.630303,9,4,0,49.8,6.1,1.992
16746597,2,2.0,0.0,529.62846,14,7,4,152.0,3.9,2.439
16798171,3,2.0,0.0,394.91552,6,5,2,86.9,0.0,0.109
16798261,4,3.0,0.0,415.93628,4,4,3,104.0,0.0,2.468
16799150,4,3.0,0.0,462.00472,6,6,1,83.1,0.0,0.5
16799172,3,3.0,0.0,342.30946,4,7,1,132.0,2.3,0.145
16799516,3,3.0,0.0,404.5031,5,5,0,110.0,3.6,1.197
16799546,3,3.0,0.0,390.47652,5,5,0,110.0,3.2,1.735
16799952,3,3.0,0.0,482.05902,8,6,1,107.0,0.0,0.1
16805989,5,4.0,0.0,475.58584,5,5,0,131.0,3.9,2.539
16806296,4,3.0,0.0,401.9097,3,4,3,104.0,0.0,3.25
16806361,3,2.0,0.0,386.8107,3,7,3,163.0,0.0,1.259
16806774,4,3.0,0.0,450.5963,8,6,1,73.9,3.1,0.732
16806775,4,3.0,0.0,471.01478,8,6,1,73.9,3.3,0.641
16806776,4,3.0,0.0,466.5957,9,7,1,83.2,2.7,1.576
16806777,4,3.0,0.0,480.62228,9,7,1,83.2,3.0,0.678
16808590,4,2.0,0.0,439.9992,7,6,1,83.1,0.0,0.1
16808641,4,4.0,0.0,461.551063,8,6,0,81.8,5.6,0.104
16808718,4,3.0,0.0,462.00472,7,6,1,83.1,0.0,0.214
16808857,3,3.0,0.0,459.62466,9,6,0,107.0,4.1,0.226
16812364,4,3.0,0.0,472.550646,8,8,1,73.9,2.9,0.677
16812948,4,2.0,0.0,442.483283,5,7,2,83.1,2.0,0.952
16813582,5,4.0,0.0,479.549723,5,6,0,131.0,3.7,1.349
16822438,3,2.0,0.0,379.362863,4,7,1,121.0,1.6,1.083
16829983,3,2.0,0.0,437.53302,7,7,2,141.0,2.1,2.545
17028316,3,3.0,0.0,410.506,11,5,2,72.7,3.5,0.601
17123417,2,2.0,0.0,364.72094,7,4,2,63.1,0.0,1.185
17271171,3,3.0,0.0,418.3561,9,3,2,30.5,0.0,2.876
17366951,3,2.0,0.0,430.4941,7,8,2,99.5,0.0,0.22
17367431,2,2.0,0.0,444.70416,7,6,3,95.9,0.0,1.117
17367794,2,2.0,0.0,409.405463,9,9,3,114.0,0.0,0.1
17367805,2,2.0,0.0,425.86006,9,8,3,114.0,0.0,0.462
17367826,2,2.0,0.0,379.379483,8,8,3,105.0,0.0,0.828
17384904,2,2.0,0.0,362.44328,7,7,2,116.0,0.0,0.143
17442451,3,1.0,0.0,338.42188,4,5,1,84.1,1.1,1.909
17557134,3,1.0,0.0,451.58282,7,7,2,110.0,0.3,0.231
17564458,3,3.0,0.0,356.35588,5,7,1,138.0,2.6,1.786
17574557,2,1.0,0.0,401.49924,8,5,2,89.0,4.1,3.34
17576436,4,3.0,0.0,363.84012,4,3,1,54.4,4.6,2.258
17838287,2,2.0,0.0,282.12536,2,2,2,54.0,2.5,0.1
18083820,3,3.0,0.0,404.28096,5,5,1,92.4,3.9,0.909
18106904,2,2.0,0.0,263.27246,2,5,1,116.0,2.6,0.743
18109223,3,3.0,0.0,367.42158,5,5,1,87.8,2.4,1.178
18127589,3,3.0,0.0,359.82996,5,5,1,92.4,3.8,0.822
18562411,4,2.0,0.0,438.5194,5,4,1,106.0,1.5,1.322
18564027,4,3.0,0.0,409.8871,6,7,1,96.3,0.0,0.1
18573120,3,3.0,0.0,410.895,4,5,0,110.0,3.5,0.34
18573256,3,3.0,0.0,394.440403,4,6,0,110.0,3.0,1.199
18573262,3,3.0,0.0,394.440403,4,6,0,110.0,3.0,0.328
18573457,3,2.0,0.0,395.81746,4,6,1,121.0,2.2,0.477
18573487,5,4.0,0.0,465.523143,5,6,0,131.0,3.7,1.513
18573514,5,4.0,0.0,479.549723,5,6,0,131.0,4.1,1.477
18573637,2,1.0,0.0,385.39226,4,7,0,155.0,1.9,1.31
18575107,4,3.0,0.0,425.46096,5,8,1,129.0,2.8,0.159
18575349,4,2.0,0.0,434.46948,4,10,0,133.0,0.8,1.125
18575622,4,3.0,0.0,434.48932,4,9,0,157.0,3.9,1.8
18577441,4,3.0,0.0,424.4729,6,7,1,117.0,3.0,0.622
18577609,4,3.0,0.0,427.47354,6,7,1,117.0,2.9,1.86
18577934,4,2.0,0.0,497.54192,5,10,0,156.0,1.8,2.033
18578197,3,2.0,0.0,410.280643,5,5,1,48.7,3.1,0.865
18578238,3,2.0,0.0,418.50984,6,7,1,107.0,2.5,1.645
18578621,4,3.0,0.0,436.56972,8,4,1,90.3,3.6,2.04
18581489,4,3.0,0.0,529.13866,7,8,1,139.0,0.0,0.24
18581701,4,3.0,0.0,528.059583,9,8,1,116.0,0.0,3.111
18581809,4,3.0,0.0,528.059583,9,8,1,116.0,0.0,2.063
18773922,2,1.0,0.0,274.09126,1,4,1,84.6,1.5,21.695
19653821,3,2.0,0.0,403.5614,5,5,1,105.0,4.3,0.467
20846859,4,4.0,0.0,474.51504,9,10,2,121.0,4.8,0.737
20855298,4,3.0,0.0,436.56642,8,5,1,79.0,5.2,1.453
20857484,3,3.0,0.0,385.52298,8,4,1,80.9,3.6,2.293
20861057,3,2.0,0.0,441.58624,9,5,1,88.9,3.1,0.238
20888974,3,2.0,0.0,346.51008,6,4,1,85.9,3.7,2.27
20890963,3,3.0,0.0,360.86108,5,4,2,96.0,4.1,2.06
20899308,4,3.0,0.0,422.53984,6,5,0,73.0,3.4,7.61
20911432,6,5.0,0.0,526.6525,6,7,1,101.0,5.4,1.237
20919726,4,3.0,0.0,365.42892,3,4,0,70.8,2.3,48.364
20920439,5,3.0,0.0,462.58716,4,6,0,76.4,3.5,0.858
20921518,3,2.0,0.0,432.53312,7,7,0,84.5,3.1,1.115
20925913,4,3.0,0.0,481.559083,9,6,1,75.0,4.8,0.267
20925940,5,3.0,0.0,475.57932,6,5,1,75.0,5.3,6.282
20953769,5,3.0,0.0,521.65436,9,7,1,95.3,2.8,3.088
20953899,3,2.0,0.0,422.470423,7,8,0,84.5,2.5,1.748
20956349,3,3.0,0.0,327.80802,6,3,1,39.1,3.7,0.114
20956353,3,3.0,0.0,353.41492,8,5,1,57.5,3.0,0.588
20961335,5,4.0,0.0,498.61926,6,5,0,74.6,3.4,1.592
22422668,3,3.0,0.0,381.53428,9,4,1,73.5,4.5,0.183
22430385,3,2.0,0.0,371.90364,5,2,2,44.4,4.2,1.139
22512709,4,2.0,0.0,441.95042,4,4,0,53.1,3.3,2.471
22549616,3,3.0,0.0,435.55852,11,4,1,61.9,4.1,0.496
23288286,2,2.0,0.0,282.12536,2,2,2,54.0,2.4,0.1
23350906,4,3.0,0.0,464.64932,6,6,1,119.0,6.3,1.846
23581797,3,2.0,0.0,269.2572,2,8,4,120.0,0.0,0.531
23603499,3,3.0,0.0,364.48392,6,3,1,59.8,4.4,1.801
23640892,4,2.0,0.0,384.49516,4,6,1,105.0,3.3,1.301
23640901,4,3.0,0.0,456.90208,4,7,1,138.0,4.6,0.545
23641095,4,3.0,0.0,462.5342,6,6,0,63.2,6.0,2.083
23723160,4,2.0,0.0,459.02238,1,7,3,104.0,0.0,3.13
23723173,4,2.0,0.0,420.58862,2,6,2,103.0,0.0,3.993
23723244,3,2.0,0.0,315.45306,5,3,1,31.6,2.1,0.109
23723259,4,2.0,0.0,409.5643,7,5,0,28.2,4.3,0.1
23723290,4,2.0,0.0,383.502203,5,5,0,19.0,4.0,0.253
23723361,4,3.0,0.0,419.51606,7,6,0,58.8,3.8,0.164
23723411,4,3.0,0.0,394.5066,7,5,1,49.1,3.6,0.306
23723428,3,1.0,0.0,335.9146,4,3,0,9.7,4.4,3.191
23723462,3,2.0,0.0,370.503443,8,4,1,26.7,4.6,0.69
23723465,3,2.0,0.0,423.59088,8,4,0,36.0,4.2,0.1
23723488,2,1.0,0.0,402.51727,8,6,0,48.8,3.9,0.1
23723514,4,2.0,0.0,408.53318,7,5,1,45.2,3.0,0.391
23723545,3,2.0,0.0,422.578003,10,4,1,26.7,4.9,0.1
23723600,3,2.0,0.0,324.45982,5,3,1,26.7,3.3,0.828
23723620,4,2.0,0.0,429.98278,6,5,0,28.2,4.5,0.1
23723651,3,1.0,0.0,302.4543,5,3,2,35.5,3.5,0.1
23723659,4,3.0,0.0,388.50202,6,3,1,41.6,4.7,0.679
23723660,3,2.0,0.0,398.5615,8,4,1,66.9,3.9,0.1
23723714,3,1.0,0.0,300.43842,5,2,1,32.3,3.6,1.297
23723808,3,2.0,0.0,389.91562,7,4,1,41.9,4.2,0.1
23723840,4,3.0,0.0,411.92444,6,5,0,41.7,4.2,0.1
23723842,3,2.0,0.0,396.52248,9,4,1,50.8,3.7,1.327
23723843,3,2.0,0.0,357.461623,6,4,1,32.7,4.1,0.64
23723846,4,2.0,0.0,421.474193,4,7,0,9.7,4.9,0.1
23723925,3,2.0,0.0,434.974483,9,5,0,24.9,5.2,0.1
23723951,3,2.0,0.0,412.52188,9,5,1,60.0,3.3,0.197
23723960,4,2.0,0.0,426.54846,7,6,1,54.4,3.8,0.1
23723964,3,2.0,0.0,366.53956,8,3,0,15.7,4.8,0.184
23724027,3,3.0,0.0,353.45798,8,4,1,50.4,3.6,1.559
23724036,3,2.0,0.0,396.52248,8,4,1,50.8,4.2,0.1
23724040,3,2.0,0.0,380.52308,9,3,1,41.6,3.6,1.773
23724130,4,3.0,0.0,325.8352,3,2,1,22.3,4.1,1.429
23724172,3,3.0,0.0,409.47488,8,6,3,95.9,0.0,2.937
23724206,3,2.0,0.0,473.51554,10,9,2,123.0,0.0,0.1
23724207,3,2.0,0.0,401.45288,7,7,2,96.3,0.0,0.1
23724249,3,3.0,0.0,487.07386,15,4,0,44.3,0.0,1.004
23724261,3,3.0,0.0,487.07386,15,4,0,44.3,0.0,0.68
23724288,3,2.0,0.0,443.48956,9,8,2,113.0,0.0,0.108
23724305,4,4.0,0.0,491.53566,10,8,3,123.0,0.0,0.979
23724317,5,2.0,0.0,486.04604,8,6,2,57.5,0.0,1.432
23724342,4,3.0,0.0,387.9461,7,3,2,29.4,0.0,0.1
23724346,3,2.0,0.0,356.8923,2,4,1,43.2,0.0,3.629
23724408,3,3.0,0.0,416.29861,4,1,0,8.8,0.0,0.69
23724416,3,3.0,0.0,402.27203,4,1,0,8.8,0.0,0.323
23724418,2,2.0,0.0,424.31907,6,3,0,16.4,0.0,0.1
23724422,3,3.0,0.0,284.78328,3,1,1,19.7,0.0,0.839
24686235,5,4.0,0.0,446.56454,6,7,0,79.0,5.5,2.435
24686342,4,3.0,0.0,518.4553,6,5,0,69.3,4.9,1.642
24686701,4,2.0,0.0,505.65004,6,7,1,121.0,2.8,0.795
24686729,4,2.0,0.0,475.576103,7,7,1,87.3,3.9,2.147
24686745,3,2.0,0.0,410.45315,5,7,1,66.9,4.3,3.944
24686872,3,2.0,0.0,446.99338,7,5,2,90.0,3.6,2.409
24686883,2,2.0,0.0,423.4866,8,7,2,170.0,3.1,0.997
24687022,4,3.0,0.0,456.94514,5,6,1,91.0,3.1,2.563
24687249,2,2.0,0.0,253.23458,1,5,0,117.0,1.7,0.1
24687313,3,1.0,0.0,452.61064,8,7,1,90.6,1.8,1.342
24687664,4,2.0,0.0,511.993983,7,8,1,96.6,3.3,2.557
24687695,5,4.0,0.0,545.47184,5,8,0,112.0,4.9,1.712
24687832,3,3.0,0.0,349.75232,3,6,1,134.0,3.3,0.207
24746788,2,1.0,0.0,435.78352,10,5,2,43.0,0.0,0.521
24746808,3,3.0,0.0,334.20322,2,3,3,90.2,0.0,0.382
24746849,3,2.0,0.0,311.84838,3,1,1,3.2,0.0,2.119
24746883,5,5.0,0.0,528.93984,4,6,0,124.0,0.0,0.264
24746931,3,3.0,0.0,386.2823,5,3,0,30.2,0.0,4.124
24746984,3,3.0,0.0,426.35994,7,5,1,77.8,0.0,0.1
24747033,3,3.0,0.0,454.4131,9,5,1,77.8,0.0,0.87
24747095,2,1.0,0.0,391.33252,10,5,2,43.0,0.0,0.125
24747116,2,2.0,0.0,346.33462,6,7,3,132.0,0.0,0.528
24747120,2,2.0,0.0,337.91056,8,4,2,63.1,0.0,0.163
24747289,5,3.0,0.0,500.53263,5,7,1,86.9,5.0,3.116
24747354,3,1.0,0.0,410.89178,4,6,2,98.2,0.0,0.1
24747369,3,3.0,0.0,503.07326,16,5,0,53.6,0.0,0.765
24747446,2,1.0,0.0,435.50083,11,8,0,72.1,5.2,0.87
24747678,4,2.0,0.0,391.88844,4,5,1,40.2,0.0,60.0
24747745,3,3.0,0.0,429.93642,7,5,0,48.6,0.0,0.292
24747785,6,3.0,0.0,678.6788,7,5,1,95.2,7.2,2.084
24747810,4,4.0,0.0,357.3588,4,5,0,57.6,3.9,0.1
24761135,3,1.0,0.0,410.89178,4,6,2,98.2,0.0,0.167
24761146,3,3.0,0.0,376.23475,2,1,1,19.7,0.0,1.427
24761154,3,3.0,0.0,404.28791,2,1,0,8.8,0.0,0.294
24761158,3,3.0,0.0,390.26133,2,1,1,19.7,0.0,0.725
24761168,3,3.0,0.0,410.31563,2,3,0,35.4,0.0,0.1
24761361,3,2.0,0.0,396.28905,1,3,0,32.4,0.0,0.1
24761362,3,2.0,0.0,382.26247,1,3,0,32.4,0.0,0.185
24761368,3,3.0,0.0,449.99072,9,6,2,88.2,0.0,2.813
24761406,3,2.0,0.0,412.28845,2,4,0,41.6,0.0,0.1
24761408,3,2.0,0.0,426.31503,3,4,0,41.6,0.0,0.1
24761418,3,2.0,0.0,385.56934,5,4,2,75.5,4.1,0.746
24761441,3,2.0,0.0,442.66372,9,5,2,78.8,4.1,0.34
24761551,3,3.0,0.0,488.40433,7,3,0,16.4,0.0,0.1
24761597,2,2.0,0.0,380.26651,3,2,0,7.1,0.0,0.232
24761605,3,2.0,0.0,410.31563,2,3,0,32.4,0.0,0.1
24761953,5,4.0,0.0,444.47916,4,5,1,81.0,3.7,3.44
24761957,3,1.0,0.0,422.58466,6,6,1,81.3,2.2,1.071
24762043,3,3.0,0.0,498.44901,9,11,4,130.0,0.0,0.703
24762053,3,2.0,0.0,413.34453,6,10,3,105.0,0.0,0.308
24762079,4,3.0,0.0,429.94302,4,7,2,76.7,0.0,3.346
24789333,3,3.0,0.0,419.51606,13,5,1,85.1,5.3,60.0
24789726,5,5.0,0.0,500.05424,8,5,1,66.3,0.0,2.012
24789739,4,4.0,0.0,462.82242,5,4,1,57.0,0.0,1.355
24789747,4,4.0,0.0,465.05326,8,5,1,60.3,0.0,0.408
24789749,4,4.0,0.0,478.82182,5,5,1,66.3,0.0,3.003
24789755,4,4.0,0.0,500.00964,8,8,1,94.0,0.0,0.215
24789827,5,5.0,0.0,463.954263,5,6,1,66.3,0.0,0.707
24789846,4,3.0,0.0,487.38948,6,4,1,65.1,3.8,0.99
24789901,5,5.0,0.0,410.51084,5,3,1,59.3,5.3,1.078
24789931,7,4.0,0.0,574.668943,5,10,0,103.0,5.0,0.487
24790040,7,3.0,0.0,620.497523,5,5,0,78.0,6.1,1.208
24790245,3,2.0,0.0,337.45858,5,3,1,45.2,3.5,1.152
24790388,7,3.0,0.0,681.40312,5,4,0,78.0,6.7,1.241
24790460,3,2.0,0.0,411.921223,6,6,0,61.9,3.3,1.195
24790586,4,3.0,0.0,448.575523,6,4,1,50.2,4.6,1.148
24790624,4,3.0,0.0,432.55788,6,4,1,65.0,4.3,0.1
24790652,4,3.0,0.0,436.50682,8,7,1,94.4,2.0,0.1
24790877,4,3.0,0.0,444.48929,6,6,0,36.7,5.7,0.1
24790921,4,3.0,0.0,422.52,6,4,1,76.5,2.4,5.19
24791021,3,2.0,0.0,372.476263,6,4,0,36.7,4.1,0.1
24791027,7,3.0,0.0,853.90614,14,14,4,221.0,2.5,0.1
24791029,7,3.0,0.0,811.86946,12,13,5,215.0,1.9,0.1
24791043,6,2.0,0.0,833.9165,15,14,4,221.0,2.2,0.1
24791044,6,2.0,0.0,831.90062,14,14,4,221.0,2.0,0.1
24791085,4,3.0,0.0,440.56172,7,7,1,104.0,2.9,0.852
24791108,4,3.0,0.0,434.5307,8,5,1,68.6,3.7,0.997
24791219,5,4.0,0.0,433.8869,5,5,0,68.5,4.4,1.569
24791248,5,2.0,0.0,439.59358,5,5,0,53.3,3.5,1.63
24791272,3,2.0,0.0,401.56874,8,5,1,88.4,3.3,0.1
24791278,4,2.0,0.0,408.57954,7,3,1,50.2,4.9,0.313
24791440,4,3.0,0.0,418.5313,6,4,1,65.0,3.3,0.131
24792504,3,2.0,0.0,489.94862,8,7,4,136.0,0.0,0.502
24792615,6,3.0,0.0,665.37178,5,4,0,78.0,5.3,2.316
